DY
3100
10
attr;attr;attr;attr;attr;attr;attr;attr;attr;attr
1_0001.jpg;0.66467553;0.3507823;0.3124521;0.9420696;0.33224782;0.43421406;0.27616712;0.5291382;0.8260203;0.3421958;1.0
1_0002.jpg;0.6148445;0.37641564;0.25036523;0.8407897;0.22240792;0.59410524;0.24797226;0.5710095;0.79921;0.36410463;1.0
1_0003.jpg;0.4427469;0.46759078;0.39337412;0.80679053;0.44959545;0.3287543;0.29934973;0.72320634;0.71417874;0.30726156;1.0
1_0004.jpg;0.59826064;0.32352194;0.34007046;0.8810171;0.2669774;0.63780123;0.20501049;0.7197295;0.87568855;0.34862712;1.0
1_0005.jpg;0.4847171;0.35961297;0.25664255;0.7591653;0.3888168;0.62959635;0.1827171;0.64351207;0.69121027;0.4059041;1.0
1_0006.jpg;0.6031455;0.31823245;0.23805882;0.82235575;0.2831004;0.5051178;0.23891544;0.51370966;0.86460096;0.37393373;1.0
1_0007.jpg;0.6399085;0.3999225;0.2653605;0.75080013;0.4815919;0.4952851;0.2553105;0.6028234;0.81430906;0.42243937;1.0
1_0008.jpg;0.5316085;0.42641658;0.32186043;0.8831579;0.19210646;0.66500616;0.2600774;0.6338841;0.7951071;0.31125614;1.0
1_0009.jpg;0.52990246;0.34504455;0.30826917;0.7834788;0.5479016;0.5290619;0.18999913;0.4355439;0.81882966;0.33240148;1.0
1_0010.jpg;0.57074016;0.39432254;0.22211702;0.80037206;0.28516695;0.6239472;0.24742761;0.71857566;0.81868947;0.37593657;1.0
1_0011.jpg;0.786286;0.2791646;0.26358193;0.80431783;0.5353044;0.5246313;0.26866955;0.5653207;0.89367956;0.42413083;1.0
1_0012.jpg;0.52820265;0.3322184;0.283343;0.7912112;0.22591099;0.5515022;0.20813002;0.63608706;0.8141751;0.27176896;1.0
1_0013.jpg;0.6121467;0.55359614;0.45800614;0.8934039;0.26433954;0.36820555;0.20026734;0.38509274;0.7871495;0.3727073;1.0
1_0014.jpg;0.5305815;0.35475695;0.37391496;0.8408663;0.38373342;0.40579465;0.23714945;0.5942574;0.73370963;0.28810617;1.0
1_0015.jpg;0.52189064;0.49212322;0.3395229;0.86411077;0.5174453;0.30812678;0.29722157;0.66029495;0.7667103;0.41904688;1.0
1_0016.jpg;0.5792447;0.39672387;0.31220803;0.7852768;0.57111716;0.43343326;0.22747453;0.54104704;0.7502296;0.34176224;1.0
1_0017.jpg;0.6471329;0.29126665;0.36794922;0.8614678;0.4844353;0.4493304;0.21478483;0.54558504;0.77996635;0.2611173;1.0
1_0018.jpg;0.6074253;0.3634629;0.21204773;0.72920364;0.5117305;0.5702941;0.215006;0.67889684;0.8111752;0.2800033;1.0
1_0019.jpg;0.5582423;0.38557008;0.29839635;0.77548337;0.53621;0.55018765;0.21424599;0.68459594;0.77287954;0.21867697;1.0
1_0020.jpg;0.73671925;0.27682588;0.3209779;0.856396;0.46000907;0.4410805;0.25542137;0.495082;0.9178023;0.34488863;1.0
1_0021.jpg;0.34572154;0.51682526;0.2725046;0.9096151;0.4679542;0.589658;0.2746252;0.4202487;0.78243285;0.33004668;1.0
1_0022.jpg;0.5056672;0.34623548;0.3291201;0.82274586;0.55338144;0.43150064;0.23789522;0.5263157;0.78458405;0.25997755;1.0
1_0023.jpg;0.5745615;0.39855906;0.27517274;0.8147457;0.5476368;0.55912614;0.2641494;0.5738134;0.8260762;0.32948413;1.0
1_0024.jpg;0.58742154;0.35509765;0.27364373;0.86040235;0.39058313;0.54944426;0.23341653;0.5290599;0.86407065;0.33570907;1.0
1_0025.jpg;0.703769;0.6037582;0.36944613;0.9033017;0.64595515;0.5678658;0.39549735;0.75559014;0.73860174;0.4547785;1.0
1_0026.jpg;0.8007213;0.4479978;0.36561373;0.737631;0.24130839;0.6636281;0.15563156;0.5494086;0.8420831;0.38915274;1.0
